timestamp,temperature,humidity,soil_moisture,light_intensity,rainfall,irrigation,day,hour
2023-12-31T22:00:00Z,17.377767141033647,81.47381627292079,1497.7156994139968,182.5539843874334,0,0,1,0
2023-12-31T22:05:00Z,18.040234320630002,71.33010415784163,1484.254362114332,78.4134605953296,0,0,1,0
2023-12-31T22:10:00Z,17.29051105383338,74.56336589364783,1494.2303224503646,207.06105382714298,0,0,1,0
2023-12-31T22:15:00Z,17.0968432640821,70.8860106198204,1485.997179036159,168.4936077925063,0,0,1,0
2023-12-31T22:20:00Z,16.74022048104937,71.96390534119756,1546.836807350191,87.05893109928256,0,0,1,0
2023-12-31T22:25:00Z,19.65122840304895,76.58951938601186,1464.4104114376921,0,0,0,1,0
2023-12-31T22:30:00Z,20.759147111516665,68.81188870190742,1543.5088432917714,143.4550377113028,0,0,1,0
2023-12-31T22:35:00Z,19.64836502605376,81.09820897936419,1523.6854326107896,6.561494194484027,0,0,1,0
2023-12-31T22:40:00Z,21.085039874182186,70.41589394803808,1505.942195425822,0,0,0,1,0
2023-12-31T22:45:00Z,19.015749114305514,83.2572153972603,1518.8011739132944,222.83927821364222,0,0,1,0
2023-12-31T22:50:00Z,17.496081203217603,72.15861335203462,1451.9965885327852,262.3202521730665,0,0,1,0
2023-12-31T22:55:00Z,24.358007761446597,73.50497185943786,1467.351088590954,53.179952135952426,0,0,1,0
2023-12-31T23:00:00Z,25.54516920794365,67.98749012185407,1568.1988120078631,149.5870479997156,0,0,1,1
2023-12-31T23:05:00Z,21.785656040085957,76.66060991765167,1499.3794683467618,179.35853076787205,0,0,1,1
2023-12-31T23:10:00Z,19.659175708431817,70.03321075457988,1436.1157108203279,26.497384421572335,0,0,1,1
2023-12-31T23:15:00Z,21.813558189647907,74.43830998360293,1494.033323618139,31.429315430701394,0,0,1,1
2023-12-31T23:20:00Z,18.34471120786232,70.50194000919812,1492.5303095585286,62.519990687159144,0,0,1,1
2023-12-31T23:25:00Z,20.55132007371303,70.4777106781294,1463.9564572381028,37.40890869283502,0,0,1,1
2023-12-31T23:30:00Z,22.039924011631676,75.74019091571408,1519.8186347675373,107.48568238622741,0,0,1,1
2023-12-31T23:35:00Z,19.20113551616705,71.01335650207774,1518.1309057660949,95.30832735717006,0,0,1,1
2023-12-31T23:40:00Z,23.699225852249743,71.74529536276664,1506.3005643379836,130.54632274817234,0,0,1,1
2023-12-31T23:45:00Z,21.54154491524155,74.88711861797228,1512.884142369869,277.8741618343778,0,0,1,1
2023-12-31T23:50:00Z,23.5054961451104,71.07742928014814,1478.2405680260665,5.438206007439334,0,0,1,1
